1.181058971496212057e-02,-1.146133200570949306e-03,-2.419793496782306902e-02,-9.939434384985970650e-03,1.532967416796565674e-02,-2.764773852601203757e-02,-2.779338003833720788e-02,-9.037259618616226564e-03,-1.296097733892626752e-02,1.691376369729391538e-02
-1.449869941683230162e-02,2.758454096936756306e-02,-2.288782025854820684e-02,-4.347333956677891520e-03,1.307180694169440827e-02,-1.734384424254345816e-02,1.408224684747803879e-02,7.186595630964125181e-03,1.510434670385328582e-02,-1.568252865364470547e-02
2.156667275480134843e-02,9.050713563229270675e-03,1.894469153781213472e-02,4.865285448153469638e-03,2.698256815826770294e-03,-2.174345697829547716e-02,-2.074653986215674317e-02,1.591752118959929851e-02,-2.689043454324593907e-02,-5.381822192147635991e-03
7.220308516032725166e-04,3.124471117809821119e-02,-2.962572354628488155e-02,2.595251300108731424e-02,2.966998337495924121e-02,3.165325157439446979e-02,3.167917446213544541e-02,-1.183730427632742610e-03,1.956995321256718712e-03,-1.096103681499110277e-02
-5.500253234464964891e-03,2.730295694739497125e-02,4.255072643640223085e-04,-1.547387283677164119e-02,2.507649612681309148e-03,1.510524976114052675e-02,1.846091233738812037e-02,2.649451440594291496e-02,-3.560697724892747384e-02,-1.463147927762018310e-02
-2.171562764487515104e-02,-3.101610139912185440e-02,1.678869048746990666e-02,-1.571550576091891582e-02,3.452267863617212995e-02,-1.730445437043790294e-02,3.156275113913771524e-02,-9.460097110070786464e-03,2.310249967965452567e-02,8.400823016768074747e-03
-1.867822406559854764e-02,-2.512537591058964723e-02,-2.580865795058096684e-02,-1.356952593414874342e-03,2.311511701401764568e-02,-1.163641267931410372e-02,1.722699320509181453e-02,3.822527155738428273e-04,3.204010988426875262e-03,1.139324951413811515e-02
2.898024834560329610e-02,-2.168250856698102080e-02,1.267256892260975459e-02,2.212772234787031139e-02,1.685236267773007612e-02,2.147294329563770310e-02,-6.435989163169904270e-03,1.419813174684890489e-02,-3.017680884749672152e-02,-2.617036220024528820e-02
2.675426122737562667e-02,-2.508212285058835506e-02,2.062730327895717641e-02,2.910222565897806202e-02,2.998355881394999811e-03,8.297598471238558371e-03,-1.970116402073622194e-02,2.275072086011507844e-02,2.293392604003742508e-02,-8.786398717836943484e-03
-6.367840772761430845e-03,7.977850476296108329e-04,-2.936590861441474437e-02,3.258959136015149305e-02,2.451865627732854880e-02,-2.021817349593880292e-02,6.896004134365550653e-03,-3.479204487294643156e-02,-5.018097772803469664e-03,-3.344679872534736531e-02
3.524571908798415643e-02,-2.442061380473854737e-02,-3.027825131723220140e-02,3.443051377176328809e-02,7.656946277723390704e-03,1.237206873170427351e-02,1.213397258531639933e-02,-2.819628180953536248e-02,-4.321213387643366155e-03,2.629110016226268026e-02
-1.360615877157042228e-02,-1.002198662459231893e-02,2.757768268342994378e-02,-2.895755588235889716e-02,-1.499647235398375925e-02,-3.048910985393666478e-02,6.172640996784058143e-03,-5.478914099766845486e-03,-1.334738572105635332e-02,1.889978922615745405e-02
-6.384708030297052417e-03,-2.822142723130811881e-02,-3.356744829736807434e-02,-2.257949134402766067e-02,5.736328001122378839e-03,-9.572182600136425190e-03,-3.104206982296174241e-02,-2.705047795421676102e-02,1.195831589723383992e-02,8.961545643653007209e-03
-1.026474691492219177e-02,2.961239695260316218e-02,1.713119300453498639e-02,2.530980832307219014e-02,2.152889256685859565e-02,2.761323940463147886e-03,3.117449483689052614e-02,2.676334315301671929e-02,2.173544105745905952e-02,2.254911625178587092e-02
